,date,comment,bookname,rate,bookID,like
124,1396/02/11,"🔸بزرگواری روح


عزت مؤمن از هر چیزی دیگری گرامیتر است . 
« و هانت علیه نفسه من امر علیها لسانه » ، آنکسی که هوای نفس خودش‌ را بر خودش غلبه می‌دهد ، آنکسی که تابع شهوت خودش و هوا پرست است‌ باید بداند که اولین اهانت را بخودش کرده ، خودش را پست کرده است . شهوت پرستی نوعی پستی است .

 اصلا در منطق علی تمام‌ رذایل اخلاقی در یک کلمه جمع می‌شود و آن پستی روح است ، بزرگوار نبودن‌ است . و تمام فضائل اخلاقی را علی در یک کلمه جمع می‌کند و آن بزرگواری‌ روح است .

 در روح خودتان احساس بزرگواری بکنید ، می‌بینید راستگو هستید ، می‌بینید امین هستید ، می‌بینید با استقامت هستید . در روح خودتان‌ احساس بزرگواری بکنید می‌بینید خویشتندار هستید منیع الطبع هستید ، غیبت‌ نمی‌کنید ، هیچ کار پستی نمی‌کنید مثلا شراب نمی‌خورید چون شراب خوردن مستی‌ می‌آورد و مستی ولو موقت باشد عقل را از انسان می‌گیرد و در نتیجه وزن و  سنگینی را از انسان می‌گیرد . در یک مدت موقت هم اگر انسانیت از انسان‌ سلب شود تبدیل به یک حیوان لایشعر می‌شود .

📚گفتارهای معنوی ، شهید مطهری",جاذبه و دافعه علی (علیه السلام),0.0,72.0,4.0
125,1396/01/21,"میلاد حضرت علی (ع)  و روز پدر پیشاپیش مبارک باد.

🔸در وصف دنیا

امّا بعد، من شما را از دنیا می ترسانم،
 که- در کام- شیرین است
 و- در دیده- سبز و رنگین.
 پوشیده در خواهشهای نفسانی،
 و با مردم دوستی ورزد، با نعمتهای زودگذر این جهانی. 
متاع اندک را زیبا نماید
و در لباس آرزوها در آید
 و خود را با زیور غرور بیاراید.
شادی آن نپاید و از اندوهش ایمن بودن نشاید.
 فریبنده ای است بسیار آزار 
رنگپذیری است ناپایدار
 فنا شونده ای مرگبار
 کشنده ای تبهکار.
 چون با آرزوی خواهندگان دمساز شد، و با رضای آنان همآواز، بینند سرابی بوده است و بیش از آن نیست.

📚نهج البلاغه ، خطبه ۱۱۱

آیا آزاده ای نیست که این خرده طعام مانده در کام دنیا را بیفکند و برای آنان که در خورش هستند نهد. 
جانهای شما را بهایی نیست جز بهشت جاودان پس مفروشیدش جز بدان.

📚نهج البلاغه ، حکمت ۴۵۶",جاذبه و دافعه علی (علیه السلام),0.0,72.0,1.0
126,1396/01/15,کتابهای استاد بدون استثنا عالی وقابل استفاده برای اهل تحقیق وتدبر است من میخواستم برای معرفی کتاب (نقدی برمارکسیسم  نظری بگذارم   پیام درخواست شما قابل اجرانیست میاد,جاذبه و دافعه علی (علیه السلام),5.0,72.0,3.0
127,1396/01/15,"بسیار زیبا بود 
همیشه لازم نیست برای اینکه مورد مقبول همه باشیم خوب باشیم .اینجور خوب بودن به دردی نمیخوره.باید با دافعه هم دیگران رو جذب کرد اونموقع میشه گفت علی وار زندگی کردیم",جاذبه و دافعه علی (علیه السلام),5.0,72.0,0.0
128,1396/01/15,عالی بود,جاذبه و دافعه علی (علیه السلام),5.0,72.0,0.0
129,1395/11/05,سلام خواهش میکنم، کتاب فلسفه اخلاق شهید مطهری رو هم بذارید.,جاذبه و دافعه علی (علیه السلام),5.0,72.0,0.0
130,1395/11/01,"کتابهای شهید مطهری عمیق و خوبند ولی خیلی مطالبش الان دیگه به روز نیست مثلا نقدهای ایشان بر مارکسیسم و .... . الان هم اگه ایشون زنده بودند قطعا بحث های دیگری میکردند.
به نظرم هر  زمانی باید همچین عالمانی باشند.
آقای پناهیان به نظرم تو این دوره مفاهیم عمیق و به روزی رو ارائه میکنند توصیه میکنم سخنرانی هاشون رو از بیان معنوی گوش کنید.
زندگی بهتر ، تنها مسیر، باران خوبی ها و رهایی از غضب  از سخنرانی های خیلی خوب ایشونند.",جاذبه و دافعه علی (علیه السلام),0.0,72.0,0.0
131,1395/10/30,"عالی بود ممنون از طاقچه 
انصافا چقدر دین اسلام زیباست
فقط من حدود یک ماه پیش این کتابو گرفتم رایگان بود 
یعنی الان باید پول واریز کنم؟؟",جاذبه و دافعه علی (علیه السلام),5.0,72.0,1.0
132,1395/08/22,مناسب با زمان حال و وضعیت کنونی برای شناسایی داعشیان دارد,جاذبه و دافعه علی (علیه السلام),5.0,72.0,0.0
133,1395/07/29,من شناخت اندکی از حضرت علی ع داشتم اما با خواندن این کتاب کمی شناختم بیشتر شد.,جاذبه و دافعه علی (علیه السلام),5.0,72.0,0.0
134,1395/07/23,سلام .طاقچه ازت ناراحتم .چرا کتاب ب این ارزشمندی رو pdf میگذاری؟؟خوب پدر بیامرز مثل بقیه کتاب ها  epub   بذاری ،،افراد بیشتری می خونن.از جمله خودم.,جاذبه و دافعه علی (علیه السلام),5.0,72.0,2.0
135,1395/07/07,با تشکر . اگر قابلیت تغییر فونت و سایز و تغییر پس زمینه را اضافه کنید خیلی بهتره  من نمیتونم با این سایز و فرم کتابو بخونم . خیلی ها مثل من مشکل بینایی دارن,جاذبه و دافعه علی (علیه السلام),2.0,72.0,0.0
136,1395/07/05,روشنگر ومفید ، بخوانیم واگر بتوانیم در زندگی به کار بگیریم .التماس دعا,جاذبه و دافعه علی (علیه السلام),5.0,72.0,0.0
137,1395/06/22,من چندتا از آثار استاد مطهری و خوندم ، با مطالعه کتاب احیا تفکر اسلامی عاشقش شدم ، خدا رحمتش کنه ، این کتابش هم مانند بقیه اثارش فوق العاده بود,جاذبه و دافعه علی (علیه السلام),5.0,72.0,0.0
138,1394/10/03,عالی.جناب آقای مطهری عجب متفکری بودند.,جاذبه و دافعه علی (علیه السلام),4.0,72.0,0.0
139,1394/09/21,نیازی به تعریف نیست جز بهترینهاست,جاذبه و دافعه علی (علیه السلام),5.0,72.0,0.0
140,1394/06/02,بسیار عالی,جاذبه و دافعه علی (علیه السلام),5.0,72.0,0.0
141,1394/05/28,عالی بود توصیه میکنم بخونید,جاذبه و دافعه علی (علیه السلام),5.0,72.0,0.0
142,1394/05/21,خیلی موشکافانه و زیبا بود.حتما مطالعه کنید,جاذبه و دافعه علی (علیه السلام),5.0,72.0,1.0
143,1394/04/23,"تمامی کتابهای شهید مطهری مفیده،
توصیه من به عنوان برادر کوچک و بخصوص جوانان اینه که از دستشون ندهند از اینکه رایگان  در این برنامه قرار داده شده است متشکرم.",جاذبه و دافعه علی (علیه السلام),5.0,72.0,0.0
144,1394/04/23,"با عرض سلام و خسته نباشید
تمامی کتابهای شهید مطهری مفیده،توصیه من بعنوان برادر کور اینه و بخصوص جوانان که  از دست ندهند.",جاذبه و دافعه علی (علیه السلام),0.0,72.0,0.0
145,1394/04/16,"نرم افراز فوق العاده ای ساختید  .واقعا تبریک میگم.
در مورد این کتاب هم باید بگم که قسمت دافعه حضرت علی(ع)  بی نظیر بود",جاذبه و دافعه علی (علیه السلام),5.0,72.0,0.0
146,1393/12/14,سلام . راه بسیار خوبی رو شروع کردید . خدا کمکتون کنه .,جاذبه و دافعه علی (علیه السلام),5.0,72.0,0.0
147,1393/09/03,سلام کتاب خوبیه ممنون طاقچه,جاذبه و دافعه علی (علیه السلام),5.0,72.0,0.0
148,1398/06/08,"مدتها پیش خوندم ، یکی از تاثیرگذارترین کتابای شهید مطهریه از اونایی که عمیقا به فکر فرو میرید و از خودتون سوالایی میپرسید و جوابهایی می شنوید که اصلا فکرشو نمی کردید .
کلا نظام فکری رو به هم میریزه البته تا اونجایی که یادمه یه موضوعاتی در انتهای کتاب خوب باز نشده بود و انگار به کتاب عدل ایشون برای بسط بیشتر رجوع داده شده بود که آدم تنبلی مث من هنوز نرفته سراغش😌",جهان بینی توحیدی,5.0,73.0,5.0
149,1397/09/21,بسیار کتاب خوبیه. توصیه اش میکنم. کاملا منطقی و با زبان عامه فهم درباره جهان پیرامون ما و خداوند بحث های فلسفی کرده و نظرات مادی گراها ،مذهبی ها و ایده آل گراها رو توضیح داده و با استدلال صحبت کرده. البته کتاب بدون عیبی هم نیست. و بنظرم چون مال ۴۰ سال پیشه. جای نقد هم داره. ولی کتاب بسیار منطقی و عقلانی هستش بنظرم.,جهان بینی توحیدی,4.0,73.0,1.0
150,1397/08/02,به به مرسی طاقچه💚💚💚,جهان بینی توحیدی,5.0,73.0,6.0
151,1394/05/01,تمام کتابهای استاد زیباست،خدا توفیق عمل بده,جهان بینی توحیدی,5.0,73.0,1.0
152,1394/10/04,بهترین اسم بر روی این کتاب گذاشته شده و به نظرم حق مطلب اینه که یکبار هم که شده در طول زندگی این کتاب را مطالعه کنید.,حکمتها و اندرزها,5.0,74.0,0.0
153,1394/01/21,شهید مطهری (خدا رحمتش کنه) همه کتاب هاش علاوه بر اینکه عالیه، بعد گذشت 30 سال هنوز تازه است و دِمُده نشده,حکمتها و اندرزها,5.0,74.0,0.0
154,1398/09/10,خیلی خوب بود😍خوشحالم ک خوندمش زبونشم خیلی روون بود و ادم راحت متوجه میشد روح شهید مطهری شاد😊,حماسه حسینی (جلد۱),5.0,75.0,7.0
155,1398/06/22,"مطالعه حماسه حسینی در دوجلد_جلد اول سخنرانی ها و جلد دوم مجموعه مقالات و یادداشت ها _ فونداسیون و بنیاد فکری مخاطب رو درباره وقایع عاشورا و قیام حماسی حضرت اباعبدالله علیه السلام تغییر میده...
مطالب این کتاب دیدگاه جدیدی رو نسبت به دلایل و حوادث کربلای سال ۶۱ هجری پیش پای خواننده باز میکنه...و کمک‌شایانیِ برای درک شرایط اون زمان و شرایط حال ...
(جلد اول از اونجایی که سخنرانی های استاد در چند جلسه ی مختلف رو شامل میشه مطالب تکراری هم داره که کمی خسته کننده ست)
کتاب تحریفات عاشورا _خلاصه ی دو جلد حماسه ی حسینی_ خیلی شسته رُفته ترِ که از انسجام مطالب بیشتری برخورداره...",حماسه حسینی (جلد۱),5.0,75.0,17.0
